Wafer_ID,Lot_Code,Thickness_nm,Inspection_Date
WF-1990,l-b2 ,725.6459295611896,2026/08/03
WF-1991,L-A1 ,730.3973848339875,2026-08-25 
 WF-1992 ,L-A1 ,732.0213251085569, 22/08/2026
WF-1993,L-B2,732.2152625182274,2026/08/09
WF-1994,L-B2,729.229281807076,2026-08-15 
 WF-1995 ,L-C3,728.5842188403401, 05/08/2026
WF-1996,L-C3 ,727.0738443222042,2026/08/23
WF-1997,L-C3,727.7242637665832,2026-08-13 
 WF-1998 ,l-a1,723.0708499928502, 14/08/2026
WF-1999,l-a1,722.1363039080219,2026/08/20
WF-2000,L-C3,724.9881893990616,2026-08-15 
